American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Haitian,24,0.1,6,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hausa,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hawaiian,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hebrew,8,0,8,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hindi,1047,2.8,453,2.4
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hmong,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Hungarian,18,0,18,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Igbo,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Ilocano,75,0.2,51,0.3
2015-2019,Queens,409,"Woodhaven, Richmond Hill",India N.E.C.,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Indonesian,26,0.1,26,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Irish,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Italian,270,0.7,209,1.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Iu Mien,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Jamaican Creole English,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Japanese,57,0.1,30,0.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Kabuverdianu,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Kannada,21,0.1,13,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Karen languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Keres,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Khmer,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Kinyarwanda,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Konkani,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Korean,37,0.1,37,0.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Kru languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Kurdish,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Lao,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Latvian,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Lithuanian,130,0.3,108,0.6
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Macedonian,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Malay,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Malayalam,144,0.4,119,0.6
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Manding languages,28,0.1,12,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Marathi,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Marshallese,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Min Nan Chinese,18,0,18,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Mongolian,12,0,12,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Muskogean languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Navajo,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Nepali,72,0.2,12,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Nilo-Saharan languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Norwegian,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Ojibwa,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Oromo,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Afro-Asiatic languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Bantu languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Central and South American languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other English-based Creole languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Indo-European languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Indo-Iranian languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Mande languages,73,0.2,44,0.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Native North American languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Niger-Congo languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other Philippine languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other and unspecified languages,106,0.3,13,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other languages of Africa,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Other languages of Asia,34,0.1,13,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Pakistan N.E.C.,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Pashto,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Pennsylvania German,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Polish,608,1.6,395,2.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Portuguese,91,0.2,91,0.5
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Punjabi,3044,8,1100,5.8
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Romanian,154,0.4,141,0.7
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Russian,1067,2.8,890,4.7
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Samoan,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Serbian,84,0.2,72,0.4
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Serbocroatian,20,0.1,20,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Shona,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Sindhi,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Sinhala,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Slovak,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Somali,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Spanish,21588,56.7,9416,50.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Swahili,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Swedish,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Swiss German,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Tagalog,363,1,225,1.2
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Tamil,26,0.1,11,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Telugu,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Thai,17,0,8,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Tibetan,10,0,10,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Tigrinya,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Tongan,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Turkish,25,0.1,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Ukrainian,10,0,10,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Urdu,644,1.7,358,1.9
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Uto-Aztecan languages,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Uzbek,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Vietnamese,181,0.5,155,0.8
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Wolof,0,0,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Yiddish,24,0.1,24,0.1
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Yoruba,22,0.1,0,0
2015-2019,Queens,409,"Woodhaven, Richmond Hill",Zuni (2016 or earlier),0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Afrikaans,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Akan (incl. Twi),0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Albanian,86,0.5,69,0.7
2015-2019,Queens,410,"Ozone Park, Howard Beach",Aleut languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Amharic,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Apache languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Arabic,56,0.3,35,0.3
2015-2019,Queens,410,"Ozone Park, Howard Beach",Armenian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Bengali,1801,10.5,1091,10.5
2015-2019,Queens,410,"Ozone Park, Howard Beach",Bosnian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Bulgarian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Burmese,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Cajun French,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Cebuano,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Marshallese,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Chamorro,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Cherokee,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Chin languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach","Chinese (incl. Mandarin, Cantonese)",1262,7.4,774,7.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Chuukese,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Croatian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Czech,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Dakota languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Danish,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Dari,67,0.4,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Dutch,51,0.3,15,0.1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Edoid languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Farsi,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Filipino,23,0.1,23,0.2
2015-2019,Queens,410,"Ozone Park, Howard Beach",Finnish,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",French,151,0.9,62,0.6
2015-2019,Queens,410,"Ozone Park, Howard Beach",Fulah,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Ga,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Ganda,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Gbe languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Georgian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",German,33,0.2,33,0.3
2015-2019,Queens,410,"Ozone Park, Howard Beach",Greek,9,0.1,9,0.1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Gujarati,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Haitian,121,0.7,75,0.7
2015-2019,Queens,410,"Ozone Park, Howard Beach",Hausa,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Hawaiian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Hebrew,42,0.2,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Hindi,228,1.3,200,1.9
2015-2019,Queens,410,"Ozone Park, Howard Beach",Hmong,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Hungarian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Igbo,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Ilocano,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",India N.E.C.,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Indonesian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Irish,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Italian,913,5.3,834,8
2015-2019,Queens,410,"Ozone Park, Howard Beach",Iu Mien,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Jamaican Creole English,61,0.4,61,0.6
2015-2019,Queens,410,"Ozone Park, Howard Beach",Japanese,13,0.1,13,0.1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Kabuverdianu,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Kannada,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Karen languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Keres,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Khmer,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Kinyarwanda,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Konkani,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Korean,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Kru languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Kurdish,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Lao,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Latvian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Lithuanian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Macedonian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Malay,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Malayalam,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Manding languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Marathi,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Min Nan Chinese,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Mongolian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Muskogean languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Navajo,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Nepali,48,0.3,35,0.3
2015-2019,Queens,410,"Ozone Park, Howard Beach",Nilo-Saharan languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Norwegian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Ojibwa,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Oromo,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Afro-Asiatic languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Bantu languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Central and South American languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other English-based Creole languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Indo-European languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Indo-Iranian languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Mande languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Native North American languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Niger-Congo languages,10,0.1,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other Philippine languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other and unspecified languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other languages of Africa,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Other languages of Asia,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Pakistan N.E.C.,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Pashto,8,0,8,0.1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Pennsylvania German,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Polish,425,2.5,248,2.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Portuguese,69,0.4,38,0.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Punjabi,2342,13.7,1037,9.9
2015-2019,Queens,410,"Ozone Park, Howard Beach",Romanian,44,0.3,44,0.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Russian,42,0.2,42,0.4
2015-2019,Queens,410,"Ozone Park, Howard Beach",Samoan,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Serbian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Serbocroatian,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Shona,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Sindhi,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Sinhala,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Slovak,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Somali,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Spanish,8424,49.2,5208,49.9
2015-2019,Queens,410,"Ozone Park, Howard Beach",Swahili,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Swedish,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Swiss German,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Tagalog,196,1.1,102,1
2015-2019,Queens,410,"Ozone Park, Howard Beach",Tamil,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Telugu,30,0.2,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Thai,13,0.1,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Tibetan,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Tigrinya,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Tongan,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Turkish,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Ukrainian,18,0.1,18,0.2
2015-2019,Queens,410,"Ozone Park, Howard Beach",Urdu,511,3,338,3.2
2015-2019,Queens,410,"Ozone Park, Howard Beach",Uto-Aztecan languages,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Uzbek,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Vietnamese,25,0.1,25,0.2
2015-2019,Queens,410,"Ozone Park, Howard Beach",Wolof,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Yiddish,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Yoruba,0,0,0,0
2015-2019,Queens,410,"Ozone Park, Howard Beach",Zuni (2016 or earlier),0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Afrikaans,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Akan (incl. Twi),0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Albanian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Aleut languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Amharic,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Apache languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Arabic,42,0.1,42,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Armenian,220,0.6,220,1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Bengali,51,0.1,51,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Bosnian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Bulgarian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Burmese,208,0.6,101,0.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Cajun French,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Cebuano,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Chamorro,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Cherokee,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Chin languages,30,0.1,10,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck","Chinese (incl. Mandarin, Cantonese)",17753,50.6,9924,46.4
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Chuukese,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Croatian,223,0.6,201,0.9
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Czech,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Dakota languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Danish,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Dari,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Dutch,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Edoid languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Farsi,159,0.5,110,0.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Filipino,338,1,154,0.7
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Finnish,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",French,40,0.1,33,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Fulah,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Ga,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Ganda,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Gbe languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Georgian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",German,15,0,15,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Greek,1165,3.3,946,4.4
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Gujarati,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Haitian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Hausa,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Hawaiian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Hebrew,99,0.3,48,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Hindi,90,0.3,64,0.3
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Hmong,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Hungarian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Igbo,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Ilocano,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",India N.E.C.,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Indonesian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Irish,8,0,8,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Italian,787,2.2,726,3.4
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Iu Mien,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Lao,28,0.1,15,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Jamaican Creole English,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Japanese,107,0.3,58,0.3
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Kabuverdianu,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Kannada,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Karen languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Keres,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Khmer,110,0.3,110,0.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Kinyarwanda,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Konkani,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Korean,7884,22.5,4474,20.9
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Kru languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Kurdish,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Lao,38,0.1,38,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Latvian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Lithuanian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Macedonian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Malay,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Malayalam,70,0.2,45,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Manding languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Marathi,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Marshallese,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Min Nan Chinese,357,1,317,1.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Mongolian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Muskogean languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Navajo,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Nepali,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Nilo-Saharan languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Norwegian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Ojibwa,0,0,0,0
